text,language,label,functionality,split,id
"हिजड़े हमेशा चोरी और ठगी के काम में शामिल होते हैं, उनसे सावधान रहना चाहिए।",hi,hateful,derog_impl_h,synthetic,syn-hi-lgbtq-64edd3680f-b
हिजड़े समुदाय के लोग भी विविध पेशों में काम करते हैं और उनके बारे में स्टीरियोटाइप नहीं बनाना चाहिए।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-lgbtq-64edd3680f-n
"बीसीजी (बिसेक्सुअल, क्वीर, गे)) लोगों की भावनाएं असली नहीं होतीं, वे सिर्फ ध्यान खींचना चाहते हैं।",hi,hateful,derog_impl_h,synthetic,syn-hi-lgbtq-3b3de83820-b
"बीसीजी समुदाय के लोगों की भावनाएं उतनी ही वास्तविक हैं जितनी किसी और की, उनकी पहचान का सम्मान किया जाना चाहिए।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-lgbtq-3b3de83820-n
लेस्बियन संबंध अस्वाभाविक हैं और उन्हें प्रोत्साहित नहीं किया जाना चाहिए।,hi,hateful,derog_impl_h,synthetic,syn-hi-lgbtq-b1f4a0e0ab-b
"लेस्बियन संबंधों को भी सामान्य रूप से स्वीकार किया जाना चाहिए, प्यार की कोई सीमा नहीं होती।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-lgbtq-b1f4a0e0ab-n
"गे पुरुषों की शादियां कभी भी सफल नहीं हो सकतीं, वे सिर्फ एक दूसरे को भ्रमित करते हैं।",hi,hateful,derog_impl_h,synthetic,syn-hi-lgbtq-11f5c465e7-b
गे जोड़ों की शादियां भी प्यार और प्रतिबद्धता पर आधारित होती हैं और उनकी सफलता के कई उदाहरण हैं।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-lgbtq-11f5c465e7-n
"ट्रांसजेंडर बच्चे सामान्य विकास नहीं कर पाते, उन्हें अलग से स्कूलों में भेजना चाहिए।",hi,hateful,derog_impl_h,synthetic,syn-hi-lgbtq-3dc8dfc31d-b
"ट्रांसजेंडर बच्चों को भी सामान्य स्कूलों में शिक्षा का अधिकार है, और उनके विकास के लि",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-lgbtq-3dc8dfc31d-n
क्या हम वास्तव में समलैंगिकों को स्वीकार कर सकते हैं? उनकी आदतें तो बहुत अजीब हैं।,hi,hateful,derog_impl_h,synthetic,syn-hi-lgbtq-b1386e11af-b
"एलजीबीटीक्यू+ समुदाय के लोगों को समाज में पूर्ण स्वीकृति और सम्मान मिलना चाहिए, क्योंकि उनकी भावनाएं और रिश्ते उतने ही प्रामाणिक हैं जितने कि किसी और के।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-lgbtq-b1386e11af-n
"ट्रांसजेंडर लोगों की उपस्थिति से समाज का स्वभाव ही बदल जाता है, यह तो स्वीकार करना मुश्किल है।",hi,hateful,derog_impl_h,synthetic,syn-hi-lgbtq-12d25b78d8-b
ट्रांसजेंडर व्यक्तियों को अपनी पहचान के साथ खुलकर रहने और समाज में अपना योगदान देने का पूरा अधिकार है।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-lgbtq-12d25b78d8-n
"गे पुरुषों की दोस्ती में हमेशा एक अजीब संदेह होता है, क्या वे सचमुच दोस्त हैं?",hi,hateful,derog_impl_h,synthetic,syn-hi-lgbtq-701b965910-b
एलजीबीटीक्यू+ पुरुषों की दोस्ती को सामान्य दोस्ती के समान ही सम्मान और स्वीकृति मिलनी चाहिए।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-lgbtq-701b965910-n
"लेस्बियन महिलाएं परिवार की जिम्मेदारियों से बचती हैं, क्योंकि वे तो सिर्फ अपने करियर के बारे में सोचती हैं।",hi,hateful,derog_impl_h,synthetic,syn-hi-lgbtq-ac938e76db-b
लेस्बियन जोड़े भी उतने ही प्यार और देखभाल से परिवार बना सकते हैं और पाल सकते हैं जितना कि कोई सीधा जोड़ा।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-lgbtq-ac938e76db-n
"हिजड़े हमेशा से समाज के लिए एक रहस्य रहे हैं, उनकी भूमिका को समझना मुश्किल है।",hi,hateful,derog_impl_h,synthetic,syn-hi-lgbtq-23433786b0-b
हिजड़े समुदाय के लोगों ने कला और संस्कृति में महत्वपूर्ण योगदान दिया है और उनकी विशिष्ट पहचान का सम्मान किया जाना चाहिए।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-lgbtq-23433786b0-n
क्या कोई गे व्यक्ति सचमुच में एक अच्छा साथी हो सकता है? उनकी प्रतिबद्धता पर शक होता है।,hi,hateful,derog_impl_h,synthetic,syn-hi-lgbtq-7d270516a0-b
"गे जोड़े भी सीधे जोड़ों की तरह ही, प्यार, वफादारी और प्रतिबद्धता के साथ लंबे समय तक साथ रह सकते हैं।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-lgbtq-7d270516a0-n
"ट्रांस महिलाएं कभी भी सीधी महिलाओं की तरह नहीं हो सकतीं, उनका स्वभाव ही अलग है।",hi,hateful,derog_impl_h,synthetic,syn-hi-lgbtq-9907aa81fc-b
"ट्रांसजेंडर महिलाएं अपनी पहचान के बावजूद, अन्य महिलाओं की तरह ही भावनाएं, आकांक्षाएं और अनुभव रखती हैं।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-lgbtq-9907aa81fc-n
"गे लोगों की आदतें अजीब होती हैं, वे समाज के लिए अनुपयुक्त हैं।",hi,hateful,derog_impl_h,synthetic,syn-hi-lgbtq-8ef73b8ac5-b
एलजीबीटीक्यू+ समुदाय के लोग भी अपने जीवन में प्यार और सम्मान के हकदार हैं।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-lgbtq-8ef73b8ac5-n
हिजड़े अक्सर समस्याएं पैदा करते हैं और सार्वजनिक स्थानों पर अवांछनीय हैं।,hi,hateful,derog_impl_h,synthetic,syn-hi-lgbtq-791220a7f9-b
हिजड़े हमारे समाज का एक अभिन्न अंग हैं और उनके अधिकारों का सम्मान किया जाना चाहिए।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-lgbtq-791220a7f9-n
लेस्बियन संबंध प्रकृति के खिलाफ हैं और उन्हें प्रोत्साहित नहीं किया जाना चाहिए।,hi,hateful,derog_impl_h,synthetic,syn-hi-lgbtq-6b67d3b58c-b
महिलाओं के बीच प्यार और संबंध प्राकृतिक और सुंदर हो सकते हैं।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-lgbtq-6b67d3b58c-n
गे पुरुषों की उपस्थिति सामान्य लोगों को असहज कर सकती है।,hi,hateful,derog_impl_h,synthetic,syn-hi-lgbtq-528ef0fc09-b
"हर व्यक्ति की अपनी पसंद और अभिव्यक्ति का अधिकार है, चाहे वह सीधा हो या एलजीबीटीक्यू+।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-lgbtq-528ef0fc09-n
एलजीबीटीक्यू+ लोगों को बच्चों को पालने की अनुमति नहीं होनी चाहिए क्योंकि वे अच्छे माता-पिता नहीं हो सकते।,hi,hateful,derog_impl_h,synthetic,syn-hi-lgbtq-e81f9f93f0-b
कई एलजीबीटीक्यू+ जोड़े प्यार और देखभाल के साथ बच्चों को पालते हैं और उत्कृष्ट माता-पिता हैं।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-lgbtq-e81f9f93f0-n
ट्रांसजेंडर लोगों की पहचान भ्रमित और अस्थिर है।,hi,hateful,derog_impl_h,synthetic,syn-hi-lgbtq-7f6b096864-b
ट्रांसजेंडर व्यक्तियों की पहचान उनके लिए प्रामाणिक है और सम्मान की हकदार है।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-lgbtq-7f6b096864-n
गे पुरुषों की दोस्ती में हमेशा एक अंतर्निहित यौन आकर्षण होता है।,hi,hateful,derog_impl_h,synthetic,syn-hi-lgbtq-d4265ca80e-b
"पुरुषों की दोस्ती विभिन्न रूपों में आती है, चाहे वे सीधे हों या गे।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-lgbtq-d4265ca80e-n
हिजड़े संस्कृति के लिए एक शर्मिंदगी हैं और उन्हें सार्वजनिक जीवन से बाहर रखा जाना चाहिए।,hi,hateful,derog_impl_h,synthetic,syn-hi-lgbtq-2986956097-b
हिजड़ों ने भारतीय संस्कृति में महत्वपूर्ण योगदान दिया है और उनकी विरासत का सम्मान किया जाना चाहिए।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-lgbtq-2986956097-n
लेस्बियन महिलाएं स्त्रीत्व के प्रतिद्वंद्वी हैं और समाज को कमजोर करती हैं।,hi,hateful,derog_impl_h,synthetic,syn-hi-lgbtq-2c1c3a1993-b
"महिलाएं अपनी पहचान और पसंद के आधार पर सशक्त हो सकती हैं, चाहे वे स्त्री य",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-lgbtq-2c1c3a1993-n
"औरतों को घर पर ही रहना चाहिए, काम करने की क्या जरूरत है?",hi,hateful,derog_impl_h,synthetic,syn-hi-women-fbfbc3add3-b
महिलाएं घर और कार्यस्थल दोनों में अपनी भूमिकाओं को बखूबी निभा सकती हैं।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-fbfbc3add3-n
"सुंदर औरतें ही सफल होती हैं, बाकी की क्या उपयोगिता है?",hi,hateful,derog_impl_h,synthetic,syn-hi-women-502741cfba-b
"सफलता के लिए सुंदरता आवश्यक नहीं है, महिलाएं अपनी प्रतिभा और मेहनत से आगे बढ़ती हैं।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-502741cfba-n
"औरतों को पुरुषों के बिना कुछ नहीं कर सकतीं, वे कमजोर हैं।",hi,hateful,derog_impl_h,synthetic,syn-hi-women-999a2eab34-b
"महिलाएं स्वतंत्र और सक्षम हैं, वे अपने जीवन की हर चुनौती का सामना कर सकती हैं।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-999a2eab34-n
"घर का काम औरतों की जिम्मेदारी है, पुरुषों को इससे कोई लेना-देना नहीं।",hi,hateful,derog_impl_h,synthetic,syn-hi-women-f0d8e7d9bd-b
"घरेलू कार्यों को सभी सदस्यों द्वारा साझा किया जाना चाहिए, लिंग के आधार पर भेदभाव नहीं होना चाहिए।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-f0d8e7d9bd-n
"औरतें गुस्से में जल्दी फैसले ले लेती हैं, इसलिए उन्हें महत्वपूर्ण निर्णय नहीं लेने चाहिए।",hi,hateful,derog_impl_h,synthetic,syn-hi-women-1a6893073d-b
"महिलाएं भी पुरुषों की तरह ही समझदार और निर्णय लेने में सक्षम हैं, लिंग के आधार पर स्टीरियोटाइपिंग गलत है।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-1a6893073d-n
"फिल्मों और टीवी पर औरतों को हमेशा कम कपड़ों में दिखाया जाता है, यह उनकी स्वाभाविक जगह है।",hi,hateful,derog_impl_h,synthetic,syn-hi-women-56f67662a5-b
"मीडिया में महिलाओं का प्रतिनिधित्व सम्मानजनक और विविध होना चाहिए, उनके पहनावे को लेकर स्टीरियोटाइप नहीं होना चाहिए।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-56f67662a5-n
औरतें पुरुषों की तुलना में कम मजदूरी के लायक हैं क्योंकि वे कम काम करती हैं।,hi,hateful,derog_impl_h,synthetic,syn-hi-women-91d3c188b5-b
"समान काम के लिए महिलाओं और पुरुषों को समान वेतन मिलना चाहिए, लिंग के आधार पर भेदभाव नहीं होना चाहिए।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-91d3c188b5-n
"औरतों को राजनीति में नहीं आना चाहिए, यह पुरुषों का क्षेत्र है।",hi,hateful,derog_impl_h,synthetic,syn-hi-women-f44f07707a-b
महिलाएं राजनीति में सक्रिय भूमिका निभा सकती हैं और कई देशों में सफल नेता भी बनी हैं।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-f44f07707a-n
"औरतों की शिक्षा का कोई फायदा नहीं, वे घर का काम ही सीखेंगी।",hi,hateful,derog_impl_h,synthetic,syn-hi-women-867fc4f4d8-b
"शिक्षा हर व्यक्ति के लिए महत्वपूर्ण है, महिलाओं को भी उच्च शिक्षा प्राप्त करन",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-867fc4f4d8-n
महिलाएं सिर्फ घर का काम ही अच्छा कर सकती हैं।,hi,hateful,derog_impl_h,synthetic,syn-hi-women-6f611c5ebb-b
"महिलाएं हर क्षेत्र में उतनी ही काबिल हैं जितने पुरुष, चाहे वो घर हो या ऑफिस।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-6f611c5ebb-n
"एक महिला को हमेशा अपने पति का समर्थन करना चाहिए, भले ही वह गलत हो।",hi,hateful,derog_impl_h,synthetic,syn-hi-women-500232b0db-b
"एक स्वस्थ रिश्ते में, महिलाओं को अपनी राय व्यक्त करने और अपने निर्णय लेने का अधिकार है।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-500232b0db-n
महिलाएं पुरुषों की तुलना में कमजोर होती हैं।,hi,hateful,derog_impl_h,synthetic,syn-hi-women-1fd0ef3cfe-b
"महिलाएं शारीरिक और मानसिक रूप से मजबूत हो सकती हैं, और कई क्षेत्रों में अपनी क्षमताओं का प्रदर्शन करती हैं।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-1fd0ef3cfe-n
सुंदर महिलाओं को ही अच्छी नौकरियां मिलती हैं।,hi,hateful,derog_impl_h,synthetic,syn-hi-women-72035babe4-b
"किसी व्यक्ति की योग्यता और कौशल ही उसकी सफलता का मापदंड होना चाहिए, न कि उसका लिंग या सौंदर्य।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-72035babe4-n
"महिलाएं गुस्सा नहीं कर सकती, उन्हें शांत रहना चाहिए।",hi,hateful,derog_impl_h,synthetic,syn-hi-women-d98591c28e-b
"महिलाएं भी अपनी भावनाओं को व्यक्त करने का हकदार हैं, जिसमें गुस्सा भी शामिल है।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-d98591c28e-n
महिलाओं को रात में अकेले नहीं निकलना चाहिए।,hi,hateful,derog_impl_h,synthetic,syn-hi-women-24d8f9ad13-b
"सुरक्षा के लिए, पुरुषों और महिलाओं दोनों को रात में सावधानी बरतनी चाहिए, लेकिन यह उनकी आज़ादी को सीमित नहीं करता।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-24d8f9ad13-n
महिलाएं पुरुषों की तरह अच्छी नेता नहीं हो सकतीं।,hi,hateful,derog_impl_h,synthetic,syn-hi-women-aaade09050-b
"इतिहास में कई शक्तिशाली महिला नेता रही हैं, जिन्होंने अपने देश का नेतृत्व किया और प्रभावित किया।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-aaade09050-n
"महिलाओं को बच्चों की देखभाल करनी चाहिए, यह उनका प्राकृतिक कर्तव्य है।",hi,hateful,derog_impl_h,synthetic,syn-hi-women-744f6470e5-b
"बच्चों की देखभाल माता-पिता दोनों की जिम्मेदारी है, और महिलाओं को अकेले इस बोझ को नहीं उठाना चाहिए।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-744f6470e5-n
महिलाएं विज्ञान और तकनीक में उतनी अच्छी नहीं होतीं।,hi,hateful,derog_impl_h,synthetic,syn-hi-women-2bc1d5140c-b
कई सफल महिला वैज्ञानिक और इंजीनियर हैं जिन्होंने अपने क्षेत्र में महत्वपूर्ण योगदान दिया है।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-2bc1d5140c-n
महिलाओं को पुरुषों की तुलना में कम वेतन मिलना स्वाभाविक है।,hi,hateful,derog_impl_h,synthetic,syn-hi-women-0cdd62e3ae-b
समान काम के लिए सम,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-0cdd62e3ae-n
"औरतों को घर का काम करना चाहिए, बाहर की नौकरी नहीं।",hi,hateful,derog_impl_h,synthetic,syn-hi-women-5b5da0b35b-b
"औरतें घर के साथ-साथ बाहर की नौकरी भी कर सकती हैं, जो उनके लिए सशक्तिकरण का एक माध्यम है।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-5b5da0b35b-n
"सुंदर औरतें ही सफल होती हैं, बाकी की कोई महत्व नहीं।",hi,hateful,derog_impl_h,synthetic,syn-hi-women-04a1ec11f8-b
"सफलता के लिए सुंदरता जरूरी नहीं है, औरतों की प्रतिभा और मेहनत ही उनकी असली ताकत है।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-04a1ec11f8-n
"औरतों को रात में अकेले नहीं घूमना चाहिए, यह असुरक्षित है।",hi,hateful,derog_impl_h,synthetic,syn-hi-women-d60281debd-b
"औरतें अपनी सुरक्षा का ध्यान रखते हुए, रात में भी अकेले घूम सकती हैं, यह उनका अधिकार है।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-d60281debd-n
"घर की जिम्मेदारी औरत की है, पुरुष को क्या पड़ी है किचन में?",hi,hateful,derog_impl_h,synthetic,syn-hi-women-3974e9067f-b
"घर की जिम्मेदारी दोनों लिंगों की है, पुरुष और औरत मिलकर घर को संभाल सकते हैं।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-3974e9067f-n
"औरतें भावनात्मक होती हैं, इसलिए उन्हें नेतृत्व की जिम्मेदारी नहीं दी जानी चाहिए।",hi,hateful,derog_impl_h,synthetic,syn-hi-women-d971b75342-b
"भावनाएं नेतृत्व की क्षमता को प्रभावित नहीं करतीं, औरतें भी पुरुषों की तरह कुशल नेता हो सकती हैं।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-women-d971b75342-n
मानसिक रूप से विकलांग लोगों को अलग-थलग रखना चाहिए क्योंकि वे समाज के लिए खतरा हैं।,hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-b836c1392f-b
"मानसिक रूप से विकलांग व्यक्तियों को समर्थन और समावेश की आवश्यकता होती है, जिससे वे अपनी पूरी क्षमता के साथ जी सकते हैं।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-b836c1392f-n
"इन पागल लोगों को सड़कों पर नहीं घूमने देना चाहिए, वे लोगों को परेशान करते हैं।",hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-e135e2d0ce-b
मानसिक स्वास्थ्य के मुद्दों वाले व्यक्तियों को सार्वजनिक स्थानों पर सम्मान और सुरक्षा के साथ घूमने का अधिकार है।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-e135e2d0ce-n
"मानसिक रूप से विकलांग लोगों को नौकरी नहीं देनी चाहिए, वे काम को संभाल नहीं पाएंगे।",hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-5ecd2641dc-b
"कई मानसिक रूप से विकलांग लोग काम करने में सक्षम और प्रतिभाशाली होते हैं, और उन्हें रोजगार के समान अवसर प्राप्त होने चाहिए।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-5ecd2641dc-n
इन मानसिक रूप से बीमार लोगों को इलाज की बजाय किसी दूर के आश्रम में भेज देना चाहिए।,hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-22300d1052-b
"मानसिक स्वास्थ्य देखभाल को सुलभ और सम्मानजनक होना चाहिए, जिससे व्यक्तियों को आवश्यक सहायता मिल सके।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-22300d1052-n
"वे तो पागल हैं, उनकी बातों को गंभीरता से नहीं लेना चाहिए।",hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-95246f7a8b-b
"मानसिक स्वास्थ्य के मुद्दों वाले लोगों की भावनाओं और विचारों का सम्मान किया जाना चाहिए, भले ही हम उनके दृष्टिकोण से सहमत न हों।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-95246f7a8b-n
"मानसिक रूप से विकलांग लोगों को शिक्षित करना बेकार है, वे कभी भी सामान्य नहीं हो सकते।",hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-e937612be2-b
"शिक्षा सभी के लिए एक मौलिक अधिकार है, और यह मानसिक रूप से विकलांग व्यक्तियों को उनकी क्षमता के अनुसार सीखने और विकसित होने में मदद कर सकती है।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-e937612be2-n
"इन लोगों को सामाजिक सहायता नहीं मिलनी चाहिए, वे तो सिर्फ आलसी हैं।",hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-e60c7c610a-b
मानसिक स्वास्थ्य के कारण विकलांगता वाले लोगों को सामाजिक सहायता और समर्थन प्रणाली की आवश्यकता हो सकती है ताकि वे स्वतंत्र रूप से जी सकें।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-e60c7c610a-n
"मानसिक रूप से विकलांग लोगों के साथ समय बिताना बेकार है, वे कुछ भी सीख नहीं सकते।",hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-a16d99dc33-b
"मानसिक रूप से विकलांग व्यक्तियों के साथ बातचीत करना सम्मान की बात है, वे हमें बहुत कुछ सिखा सकते हैं।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-a16d99dc33-n
"इन पागल लोगों को सड़कों पर घूमने की अनुमति नहीं दी जानी चाहिए, वे हानिकारक हो सकते हैं।",hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-ca992d4d53-b
मानसिक स्वास्थ्य के मुद्दों वाले व्यक्ति समाज का एक अभिन्न अंग हैं और उन्हें सम्मान और सुरक्षा का हकदार माना जाना चाहिए।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-ca992d4d53-n
"वे केवल बोझ हैं और कुछ भी उत्पादक नहीं कर सकते, उन्हें अलग रखा जाना चाहिए।",hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-c0d9f4e8be-b
"मानसिक विकलांगता वाले लोगों की अपनी क्षमताएँ और ताकतें होती हैं, हमें उनकी मदद करनी चाहिए ताकि वे अपनी पूरी क्षमता तक पहुँच सकें।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-c0d9f4e8be-n
"उनके व्यवहार को कभी नहीं बदला जा सकता, वे हमेशा समस्याएँ पैदा करेंगे।",hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-b35d73d918-b
"मानसिक स्वास्थ्य की स्थितियाँ प्रबंधनीय हो सकती हैं, और सही समर्थन और उपचार के साथ, लोग सार्थक जीवन जी सकते हैं।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-b35d73d918-n
"वे अस्थिर हैं और किसी भी क्षण हिंसक हो सकते हैं, इसलिए उनसे दूर रहना बेहतर है।",hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-602a610529-b
"मानसिक स्वास्थ्य के मुद्दों का सामना करने वाले लोगों के साथ सहानुभूति और समझ के साथ व्यवहार करना चाहिए, हिंसा की संभावना को कम करने के लिए।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-602a610529-n
"उनकी बातों को गंभीरता से नहीं लिया जाना चाहिए, वे केवल बकवास करते हैं।",hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-628910bc01-b
"मानसिक रूप से विकलांग व्यक्तियों की आवाज़ को महत्व देना चाहिए, उनके विचारों और भावनाओं को समझने की कोशिश करनी चाहिए।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-628910bc01-n
"उन्हें सामान्य लोगों के साथ मिश्रित नहीं किया जाना चाहिए, वे अन्यथा स्वस्थ वातावरण को प्रभावित करेंगे।",hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-f849312d00-b
"समावेशी समाज के निर्माण के लिए, हमें मानसिक रूप से विकलांग लोगों को स्वीकार करना चाहिए और उन्हें समान अवसर प्रदान करने चाहिए।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-f849312d00-n
मानसिक रूप से विकलांग लोग अक्सर अस्थिर और अनियंत्रित होते हैं।,hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-4aa84b457b-b
मानसिक विकलांगता वाले व्यक्ति भी समाज के सक्रिय सदस्य हो सकते हैं और उनके पास कई प्रतिभाएँ हो सकती हैं।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-4aa84b457b-n
"उनकी सोच में हमेशा कुछ कमी होती है, इसलिए उन पर भरोसा नहीं किया जा सकता।",hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-cda970b00b-b
मानसिक रूप से चुनौतीपूर्ण व्यक्तियों को सही मार्गदर्शन और समर्थन देने से वे अपनी क्षमता के अनुसार योगदान कर सकते हैं।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-cda970b00b-n
ये लोग अक्सर हिंसक हो जाते हैं और समाज के लिए खतरा बन जाते हैं।,hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-41cd6d9a52-b
मानसिक स्वास्थ्य के मुद्दों से जूझ रहे व्यक्तियों को सही उपचार और देखभाल मिलने पर वे शांतिपूर्ण जीवन जी सकते हैं।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-41cd6d9a52-n
"उन्हें सामान्य जीवन जीने की क्षमता नहीं होती, इसलिए उन्हें अलग रखा जाना चाहिए।",hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-785a51931f-b
"समावेशी समाज के लिए, हमें मानसिक रूप से विकलांग लोगों को शिक्षा, रोजगार, और सामाजिक भागीदारी में समान अवसर प्रदान करने चाहिए।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-785a51931f-n
"उनकी भावनाएँ असली नहीं होतीं, वे बस अपने आसपास के वातावरण की नकल करते हैं।",hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-4a454de959-b
मानसिक विकलांगता वाले लोगों की भावनाएँ वास्तविक और महत्वपूर्ण हैं; हमें उनके साथ सहानुभूति और सम्मान के साथ व्यवहार करना चाहिए।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-4a454de959-n
"ये लोग कभी भी स्वतंत्र नहीं रह सकते, उन्हें हमेशा किसी की देखभाल की ज़रूरत होती है।",hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-1c62c8546a-b
"सही प्रशिक्षण और समर्थन के साथ, कई मानसिक रूप से विकलांग व्यक्ति स्वतंत्र रूप से रह सकते हैं और अपने जीवन का नियंत्रण कर सकते हैं।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-1c62c8546a-n
"उनकी समस्याएँ उनके चरित्र की कमजोरी के कारण हैं, न कि किसी चिकित्सा स्थिति के कारण।",hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-e5d11a7611-b
"मानसिक स्वास्थ्य की समस्याएँ किसी भी व्यक्ति को प्रभावित कर सकती हैं; ये चरित्र की कमजोरी नहीं, बल्कि चिकित्सा स्थितियाँ हैं।",hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-e5d11a7611-n
मानसिक विकलांगता वाले व्यक्ति भी समाज के लिए योगदान कर सकते हैं और उनकी अपनी क्षमताएँ होती हैं।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-df75579bdd-n
"उनकी सोच में कमी है, इसलिए वे महत्वपूर्ण निर्णय नहीं ले सकते।",hi,hateful,derog_impl_h,synthetic,syn-hi-mental_disability-03071f977e-b
मानसिक रूप से चुनौतीपूर्ण व्यक्तियों को सही मार्गदर्शन और समर्थन के साथ स्वतंत्र जीवन जीने में सक्षम हो सकते हैं।,hi,non-hateful,neutral_mention_nh,synthetic,syn-hi-mental_disability-03071f977e-n
